freq_hz,digital_w_rad_per_sample,original_phase_rad,allpass_phase_rad,compensated_phase_rad,original_group_delay_ns,allpass_group_delay_ns,compensated_group_delay_ns,target_delay_ns
5629000000.000000,1.473668753921,-78.034662397698,-9.841549607834,-87.876212005532,5.035932564,9.340059355,14.375991919,13.883519069
5630000000.000000,1.473930553309,-78.064888336675,-9.900256730926,-87.965145067601,5.067434585,9.347288275,14.414722860,13.883519069
5631000000.000000,1.474192352697,-78.098341658753,-9.959011096533,-88.057352755286,5.023200287,9.355096954,14.378297241,13.883519069
5632000000.000000,1.474454152085,-78.128011733149,-10.017816346379,-88.145828079528,5.138062976,9.363485030,14.501548006,13.883519069
5633000000.000000,1.474715951473,-78.162908462351,-10.076676119660,-88.239584582011,5.347404367,9.372452058,14.719856425,13.883519069
5634000000.000000,1.474977750860,-78.195209198252,-10.135594052505,-88.330803250757,4.611381650,9.381997501,13.993379151,13.883519069
5635000000.000000,1.475239550248,-78.220856793211,-10.194573777357,-88.415430570568,5.023932353,9.392120718,14.416053071,13.883519069
5636000000.000000,1.475501349636,-78.258341794136,-10.253618922306,-88.511960716442,5.536982815,9.402820959,14.939803774,13.883519069
5637000000.000000,1.475763149024,-78.290436571354,-10.312733110342,-88.603169681696,4.917863282,9.414097344,14.331960626,13.883519069
5638000000.000000,1.476024948412,-78.320141486770,-10.371919958536,-88.692061445306,4.642699217,9.425948862,14.068648079,13.883519069
5639000000.000000,1.476286747799,-78.348778450361,-10.431183077138,-88.779961527499,5.211147194,9.438374348,14.649521542,13.883519069
5640000000.000000,1.476548547187,-78.385626693742,-10.490526068588,-88.876152762330,5.113648883,9.451372472,14.565021355,13.883519069
5641000000.000000,1.476810346575,-78.413038457421,-10.549952526436,-88.962990983857,4.679560947,9.464941726,14.144502673,13.883519069
5642000000.000000,1.477072145963,-78.444431790909,-10.609466034157,-89.053897825066,5.128888029,9.479080404,14.607968433,13.883519069
5643000000.000000,1.477333945351,-78.477489965237,-10.669070163870,-89.146560129107,4.837775045,9.493786586,14.331561631,13.883519069
5644000000.000000,1.477595744738,-78.505225065077,-10.728768474935,-89.233993540012,4.716363637,9.509058123,14.225421760,13.883519069
5645000000.000000,1.477857544126,-78.536757538652,-10.788564512442,-89.325322051094,4.728759542,9.524892613,14.253652155,13.883519069
5646000000.000000,1.478119343514,-78.564648410033,-10.848461805571,-89.413110215604,4.539173727,9.541287382,14.080461109,13.883519069
5647000000.000000,1.478381142902,-78.593798477986,-10.908463865824,-89.502262343810,4.892803515,9.558239466,14.451042981,13.883519069
5648000000.000000,1.478642942290,-78.626133192342,-10.968574185126,-89.594707377468,5.130694468,9.575745587,14.706440055,13.883519069
5649000000.000000,1.478904741677,-78.658272686177,-11.028796233774,-89.687068919951,4.771869385,9.593802126,14.365671511,13.883519069
